variable_id,variable,pooling,rank,feature_id,train_effect,val_effect,test_effect,val_same_direction,test_same_direction,p_unadjusted,p_maxT,train_fwer_significant,holdout_direction_survival,full_survival
8,causativity_and_valency_change,mean,21,11108,-0.8600934743881226,-0.9383615255355835,-0.8491564393043518,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,22,4437,-0.8600314259529114,-0.9365723133087158,-0.8320655226707458,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,23,14479,-0.8597282767295837,-0.9394696354866028,-0.852994441986084,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,24,11569,-0.8597226142883301,-0.9393271803855896,-0.8484124541282654,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,25,7982,-0.8595109581947327,-0.9407839775085449,-0.8526448011398315,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,1,9465,0.887403666973114,0.937300980091095,0.8022347688674927,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,2,11776,0.8822896480560303,0.9457502961158752,0.8321105241775513,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,3,164,0.8741528391838074,0.9340518116950989,0.8568785190582275,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,4,4080,-0.8348079323768616,-0.878254771232605,-0.7248526215553284,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,5,14795,0.8232950568199158,0.935870885848999,0.7829870581626892,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,6,9083,-0.8225361108779907,-0.9062383770942688,-0.7540976405143738,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,7,12897,-0.8204128742218018,-0.9379943609237671,-0.8202455639839172,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,8,5159,0.819344699382782,0.9406526684761047,0.8160163164138794,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,9,3288,0.8191356062889099,0.8827613592147827,0.7486385107040405,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,10,13033,0.8112314343452454,0.9079527854919434,0.8117100596427917,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,11,14004,0.786016583442688,0.9327418208122253,0.7112060785293579,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,12,4549,-0.7775448560714722,-0.9526317715644836,-0.8448212742805481,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,13,15059,-0.7732914090156555,-0.9014190435409546,-0.8055435419082642,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,14,8182,0.7640476226806641,0.9548717141151428,0.7370514869689941,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,15,10074,0.749448299407959,0.6594746112823486,0.706146776676178,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,16,8003,0.7355905771255493,0.8742136359214783,0.7524502277374268,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,17,1546,-0.725318968296051,-0.6903006434440613,-0.500867486000061,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,18,2734,-0.7238963842391968,-0.8787245750427246,-0.6617007255554199,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,19,14168,0.7190892100334167,0.7548890113830566,0.5885570645332336,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,20,5697,0.7105713486671448,0.7855771780014038,0.7268067002296448,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,21,4441,0.7078718543052673,0.9039987325668335,0.7615566849708557,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,22,105,-0.7070078253746033,-0.8524680137634277,-0.5755312442779541,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,23,7918,0.698116660118103,0.8602771759033203,0.41461434960365295,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,24,2993,-0.6783823370933533,-0.8911391496658325,-0.7385988831520081,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,final,25,7912,0.6617711782455444,0.842409074306488,0.5184566974639893,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
9,analytic_vs_synthetic_encoding,mean,1,4222,-0.6539031863212585,-0.027936961501836777,-0.6511951684951782,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
9,analytic_vs_synthetic_encoding,mean,2,164,-0.644308865070343,-0.8930781483650208,-0.8181222677230835,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
9,analytic_vs_synthetic_encoding,mean,3,16084,0.6437085866928101,0.8591546416282654,0.8267250657081604,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
9,analytic_vs_synthetic_encoding,mean,4,4253,0.6290285587310791,0.556351900100708,0.5592216849327087,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
